category,satisfaction_score,Aesthetics,Safety,Vibrancy,Wealth,Depression,Boring
LEX,3.7,5.017089963,3.085886419,3.176821411,5.091524839,5.866217971,4.953843832
LEX,4.7,4.707213759,2.978494167,3.615425587,5.191515446,5.890294433,5.269599438
LEX,4.2,4.832578659,3.071600318,3.40658766,5.205401897,5.860661983,5.236971855
LEX,3.9,4.936782002,3.12537533,3.365978658,5.127147317,5.838562965,5.384964228
LEX,3.5,4.809129119,3.032242715,3.403882027,5.217473149,5.80255115,5.279378414
LEX,4.1,4.900400758,2.945733786,3.204411566,5.158709764,5.922997236,5.081784248
LEX,3.5,4.81806922,3.138980687,3.489135444,5.129717112,5.71941638,5.268230438
LEX,3.7,4.754683971,2.932911634,3.558897793,5.143413305,5.860857606,5.282560468
LEX,4.0,4.794352412,3.164679945,3.64877373,5.297632813,5.745966077,5.496083975
LEX,3.7,4.773905516,3.052555382,3.303566992,5.092526436,5.837650895,5.10253489
LEX,3.7,4.718496442,2.925580919,3.198833644,5.07753098,5.55248642,5.198284268
LEX,4.2,4.84762454,3.101148844,3.497195065,5.160080314,5.821628928,5.287412882
LEX,4.0,4.795965672,3.203036427,3.459177971,5.019884706,5.708761215,5.154564619
LEX,4.7,4.834199786,3.030888915,3.252257943,5.205886483,5.858072162,5.246023655
LEX,3.9,4.79362464,3.167226136,3.48541826,5.063566566,5.885002494,5.220139265
LEX,4.7,4.777893186,2.810133278,3.276478469,5.162710428,5.753997445,5.242295742
LEX,4.8,4.997487545,2.961995244,3.349203765,5.105548143,6.033690095,5.197391272
LEX,3.6,4.887851477,3.049177945,3.5434407,5.128092408,5.639343262,5.294344306
LEX,3.3,4.832213998,3.005398452,3.448375821,5.141483903,5.802328587,5.258750439
LEX,3.2,4.828962564,3.211862147,3.39214468,5.144298315,5.799867868,5.152513266
LEX,4.0,4.867800832,3.142088354,3.394190252,5.051638365,5.893032551,5.34490931
LEX,4.0,4.792197108,3.09274888,3.412362754,5.222958326,5.638758183,5.174355984
LEX,3.7,4.74928987,3.038190007,3.339290619,5.044820428,5.70265758,5.074872851
LEX,3.9,4.842625856,3.231316686,3.250809431,5.322808027,5.949656725,5.206882715
LEX,4.6,4.922016501,2.912653923,3.503306627,5.159941435,5.937724113,5.329200983
LEX,3.9,4.884352922,3.023237884,3.357101738,5.085996151,5.920852184,5.322658062
LEX,3.8,4.800787449,3.010935426,3.488263845,5.156165838,5.79376018,5.287778854
LEX,3.6,4.832799911,2.935455143,3.358201385,5.233066916,5.888463497,5.177379251
LEX,3.7,4.908143878,3.150282204,3.532210708,5.219093919,5.844448805,5.198824406
LEX,4.6,4.848426104,2.963463366,3.401203156,5.194798112,5.765529633,5.233770728
LEX,3.9,4.922016501,2.912653923,3.503306627,5.159941435,5.937724113,5.329200983
LEX,3.8,4.802268386,2.996082962,3.439299285,5.049676061,5.867696524,5.062855959
LEX,3.9,4.82531929,3.067014873,3.295423329,5.108972907,5.878938794,5.125501037
LEX,4.8,4.897653222,3.039401412,3.487443209,5.327906847,5.865306973,5.30294776
LEX,4.6,4.800166845,3.0899266,3.166517556,5.156473041,6.058027625,5.164592624
LEX,3.8,4.873063207,2.957431674,3.353698075,5.147610188,5.771483779,5.197838783
LEX,4.1,4.907326937,2.959343731,3.464380324,5.171586752,5.622464418,5.332949042
LEX,4.9,4.908974648,3.171906173,3.473760962,5.1641047,5.878393888,5.168483734
LEX,3.9,4.822215915,3.134669363,3.402763426,5.063857436,5.806828499,5.157606959
LEX,3.9,4.820597768,3.053829849,3.42697221,5.13081491,5.756809354,5.250634909
LEX,3.8,4.921577454,2.955734849,3.129469573,5.15090251,5.767772436,5.090453863
LEX,3.6,4.732741117,3.150286913,3.463762641,5.232986093,5.76170063,5.491143823
LEX,4.2,4.753423691,3.079987347,3.595344007,5.132647753,5.685421944,5.407557249
LEX,3.7,4.909710169,3.057527959,3.289009333,5.194789767,5.905915856,5.141500831
LEX,3.6,4.794787407,3.0443753,3.421930909,5.111801863,5.820836663,5.11299026
LEX,4.1,4.932176948,3.062542677,3.484079838,5.270815253,5.897342563,5.409376502
LEX,4.8,4.985358,3.023853898,3.419301212,5.198932409,5.968081594,5.239074349
LEX,4.8,4.953380704,3.089727223,3.320833206,5.371918082,5.858155012,5.323966265
LEX,4.4,4.813562393,3.018125176,3.391710043,4.977501512,5.682319403,5.106703997
LEX,3.8,4.78578043,3.116604805,3.516679227,5.180268526,5.845399976,5.391238689
LEX,3.5,4.835313678,2.972706914,3.389701962,5.229181051,5.848549008,5.334797144
LEX,3.4,4.927170038,3.253446221,3.404010177,5.323762178,6.077301502,5.277321339
LEX,4.6,4.932176948,3.062542677,3.484079838,5.270815253,5.897342563,5.409376502
LEX,3.5,4.750523925,2.999537528,3.524238467,4.983406544,5.808788419,4.841965318
LEX,3.4,4.799644232,2.976066113,3.366387725,5.155903816,5.775322676,5.247148633
LEX,4.9,4.845077038,2.99203217,3.490876913,5.162437439,5.935542107,5.251916289
LEX,3.6,4.850777626,3.011827946,3.489400983,5.090212464,5.863338113,5.240278363
LEX,4.9,4.78183043,3.02892977,3.319339216,5.124389291,5.947865009,5.230847001
LEX,3.8,4.909072161,3.045153439,3.404162109,5.257453442,5.78414917,5.264279604
LEX,4.0,4.855553746,3.044539332,3.230315864,5.058538795,5.912878871,4.925605416
LEX,4.2,4.839731216,3.013912082,3.246986985,5.069142342,5.710625291,4.995437503
LEX,3.7,4.762062669,2.94632411,3.282289088,5.069184303,5.788981557,4.978460312
LEX,4.8,4.813719988,3.168391764,3.441474855,5.129268169,5.938933134,5.072543859
LEX,4.8,4.870066166,2.890276074,3.232984424,5.233045816,5.878278613,5.215705276
LEX,4.1,4.813719988,3.168391764,3.441474855,5.129268169,5.938933134,5.072543859
LEX,3.7,4.846688747,3.000179648,3.327407122,5.064012766,5.819180489,5.266927361
LEX,3.4,4.75983572,3.136316597,3.216544509,5.138722897,5.8551507,5.290887356
LEX,4.5,4.898442984,3.162902415,3.400056064,5.128968477,5.960134149,5.229112387
LEX,3.7,4.923847437,3.087994814,3.365871251,5.195865631,5.934102297,5.33056128
LEX,3.6,4.858243108,3.000901759,3.352003694,5.08381319,5.927697182,5.182466984
LEX,3.4,4.736203194,3.019622028,3.198043227,5.11499083,5.783097148,5.139607668
LEX,3.9,4.892824888,3.215203643,3.288120806,5.092907667,5.821344733,5.234830737
LEX,4.0,4.81306088,3.104730248,3.348463356,5.114821672,5.87195015,5.142641544
LEX,4.1,4.828667521,3.240048468,3.468708694,5.257712245,5.763659596,5.403820157
LEX,4.1,4.93290472,3.051143587,3.393397927,5.143553853,5.864468455,5.294716239
LEX,4.0,4.847926974,3.020434976,3.346847653,5.232714653,5.819639444,5.207506418
LEX,4.2,4.822498441,2.912591279,3.27744931,5.096108198,5.834212542,5.076383233
LEX,3.4,4.78856802,3.128454328,3.28245908,5.161085606,5.698283792,5.174685121
LEX,4.8,4.851134777,3.216565013,3.390089512,5.224277616,5.83446753,5.267960906
LEX,3.5,4.943676472,3.235515058,3.451977491,5.390259743,5.999555707,5.471932054
LEX,3.8,4.924831629,3.211675823,3.471132576,5.148519635,6.03954947,5.201715112
LEX,4.7,4.942074299,2.977891028,3.466792166,5.098941922,5.92454493,5.359370947
LEX,4.9,4.982910037,3.046421051,3.446078181,5.398660421,6.040557742,5.432657361
LEX,3.6,4.790627003,2.845284343,3.250004232,5.17755127,5.745446563,4.959569216
LEX,3.4,4.836100698,2.991321921,3.32701081,5.177387476,5.921860337,5.173771739
LEX,3.6,4.899716616,3.094876528,3.468448758,5.114580035,5.988451481,5.238848925
LEX,3.6,4.895425916,3.193227887,3.211910844,5.128019452,5.928987622,5.264390588
LEX,4.8,4.839383483,2.925110996,3.49192369,5.20712471,5.794786692,5.235414267
LEX,3.9,4.603248,3.063111544,3.582760394,4.944215655,5.521069884,5.372505188
LEX,4.8,4.821899414,3.103356242,3.205084503,5.093771577,5.815163255,5.058719277
LEX,3.7,4.803314209,3.147304058,3.386849582,5.091092229,5.861304402,5.227997899
LEX,3.5,4.811613679,3.070428133,3.618515551,5.280732155,5.703796268,5.1539644
LEX,3.9,4.869390965,3.104371607,3.054044247,5.107853055,5.864892483,5.132447124
LEX,4.4,4.7435112,3.124743879,3.620852232,5.089954495,5.729492784,5.128382683
LEX,3.7,4.822498441,2.912591279,3.27744931,5.096108198,5.834212542,5.076383233
LEX,4.4,4.826409817,3.069852173,3.40608871,5.16757834,5.875935674,5.282716751
LEX,4.4,4.749289393,2.956747532,3.510760546,5.049443364,5.524218321,5.13953352
LEX,3.9,4.839376926,3.112127006,3.463794291,5.159885526,5.877078414,5.302522182
LEX,3.8,4.996498227,3.184665501,3.29153806,5.266581059,6.065489173,5.219262242
LEX,3.9,4.868026137,3.176910818,3.282556176,5.10111475,5.881532669,5.094135761
LEX,3.6,4.816280723,3.04999733,3.339015663,5.034359097,5.70135057,5.121811867
LEX,3.8,4.798782825,2.900895,3.465453386,5.079952836,5.662712097,5.306471467
LEX,4.3,4.849305749,2.981974244,3.41399318,5.034781456,5.674571157,5.260428786
LEX,4.9,4.822498441,2.912591279,3.27744931,5.096108198,5.834212542,5.076383233
LEX,4.3,4.820717335,3.211007118,3.414362013,5.087750912,5.97345686,5.079661965
LEX,4.1,4.925311804,3.066437185,3.236872017,5.138967276,5.809072495,5.04500246
LEX,3.7,4.904904127,2.993649125,3.497947156,5.289469719,5.854049563,5.215854883
LEX,3.7,4.746739864,2.980200768,3.374514997,5.122011065,5.501713276,5.459720016
LEX,4.7,4.892878413,3.037645519,3.092597723,5.104019403,5.848282695,5.118011355
LEX,3.8,4.869341254,3.118652165,3.574360132,5.236915588,5.827736378,5.41940093
LEX,4.5,4.7435112,3.124743879,3.620852232,5.089954495,5.729492784,5.128382683
LEX,3.6,4.879538178,3.108353674,3.351764619,5.190571785,5.847357988,5.35267508
LEX,3.5,4.952063203,3.151082993,3.308036029,5.217326283,6.026718259,5.128856182
LEX,4.0,4.884498954,2.92631191,3.398998559,5.162514925,5.999832749,5.050977349
LEX,4.8,4.958615661,3.192856431,3.360873044,5.229547381,5.899713397,5.345361233
LEX,3.8,4.855938315,3.220946074,3.573098719,5.133692503,5.850139737,5.20576489
LEX,4.6,4.920556068,2.995642006,3.344168484,5.075589418,5.85822916,4.966120362
LEX,3.7,4.883458138,3.067716599,3.452043831,5.34349525,5.937824607,5.313580036
LEX,4.1,4.962084293,3.061183691,3.294278204,5.242435455,5.943289638,5.214868307
LEX,4.3,4.799173594,3.102471292,3.272026718,5.284509301,5.707894921,5.20600605
LEX,4.3,4.845439196,2.984463453,3.39826113,5.180042863,5.792812467,5.340662718
LEX,4.1,4.867946982,2.960654974,3.560708284,5.198341727,5.792209268,5.277052522
LEX,3.6,4.817792654,3.076845765,3.412287056,5.115849376,5.877781272,5.161635876
LEX,3.9,4.872295022,3.073605657,3.499826312,5.136216879,5.788326263,5.275416732
LEX,4.7,4.757909775,3.076456904,3.330772042,5.105270267,5.806726336,5.145609856
LEX,3.8,4.702477813,3.069923818,3.37451458,5.050549865,5.686698079,4.941561699
LEX,3.9,4.756586552,3.058302164,3.371976793,5.131467462,5.666914225,5.031435251
LEX,4.3,4.871047616,3.135182202,3.262602925,5.168652892,5.777487159,5.10786581
LEX,3.4,4.840185523,3.121797979,3.372050822,5.151555061,5.663860083,5.273292184
LEX,3.5,4.859297872,2.967343152,3.302348673,5.131397009,5.888203859,5.184357643
LEX,3.5,4.856713414,3.08440572,3.348673105,5.130408049,6.107083797,5.143804312
LEX,4.9,4.932176948,3.062542677,3.484079838,5.270815253,5.897342563,5.409376502
LEX,3.5,4.909622431,3.069647133,3.271025538,5.280265927,5.872955561,5.308266163
LEX,3.6,4.879754066,3.105194747,3.36104393,5.218765736,5.799723148,5.282558084
LEX,3.8,4.62825489,3.007875681,3.599667549,5.007824421,5.685472131,5.137025595
LEX,4.3,4.86577177,3.009467661,3.290043116,5.157937407,5.845717669,5.036094666
LEX,4.8,4.945616007,3.057716846,3.502982378,5.229452968,5.952775121,5.370125294
LEX,3.3,4.862016439,3.038013995,3.344063044,5.14330101,5.725423336,5.230857134
LEX,4.0,4.935501456,3.147535682,3.299141705,5.281936765,5.987874627,5.226993918
LEX,4.0,4.923847437,3.087994814,3.365871251,5.195865631,5.934102297,5.33056128
LEX,3.6,4.793416619,2.981211483,3.276602149,5.042665243,5.917776227,4.984391212
LEX,3.5,4.895425916,3.193227887,3.211910844,5.128019452,5.928987622,5.264390588
LEX,4.9,4.888883114,3.207125723,3.348407388,5.172400475,5.863890171,5.237352967
LEX,4.3,4.809119463,2.969309926,3.3672719,5.128032804,5.832105994,5.255282998
LEX,4.8,4.956802964,3.140963316,3.464653075,5.265608191,5.950894594,5.293624997
LEX,3.5,4.884633183,3.106251895,3.442009568,5.114017725,5.782276392,5.12690556
LEX,3.5,4.873180985,3.065175831,3.387301087,5.183858037,5.823010206,5.312827468
LEX,3.6,4.808293343,3.03911376,3.371752322,5.209772229,5.900517344,5.30655098
LEX,3.5,4.883570433,3.161870658,3.32378155,5.05448997,5.770516276,5.088103414
LEX,4.3,4.775664568,3.078227758,3.47178787,5.049969792,5.858390808,5.104764223
LEX,4.2,4.879880905,2.889608383,3.338174939,5.079376221,5.922411919,4.965365648
LEX,4.9,4.988439918,3.099279046,3.365345776,5.104023218,5.916589737,5.267160177
LEX,3.3,4.81306088,3.104730248,3.348463356,5.114821672,5.87195015,5.142641544
LEX,4.5,4.920008302,2.998229146,3.404513538,5.171913028,5.902899623,5.29123795
LEX,3.6,4.854054332,2.920283735,3.384668827,5.063579202,5.626583338,5.180580497
LEX,3.7,4.858800769,3.022759855,3.430215359,5.109917402,5.898684502,5.19543457
LEX,3.7,4.777707696,2.981450617,3.574599087,5.225270152,5.688858747,5.267197609
LEX,4.0,4.83747375,2.993649662,3.453519285,5.262524724,5.623159885,5.32993269
LEX,4.6,4.926576734,3.252849579,3.454309225,5.179811239,5.893508077,5.205094576
LEX,3.8,4.778789878,3.054036319,3.326611757,5.120162845,5.830211043,5.06326735
LEX,3.8,4.863094211,3.095592678,3.440690637,5.200940967,5.795640588,5.190193653
LEX,4.2,4.822600603,3.104415715,3.499416471,5.135303617,5.83035326,5.131504536
LEX,4.7,4.82389617,2.888430297,3.639502704,5.198188782,5.809201837,5.405360341
LEX,4.3,4.843241692,3.059131205,3.310073733,5.068823218,6.086503506,5.208717465
LEX,3.6,4.731930017,3.002854645,3.455281973,5.107812285,5.553263903,5.193043709
LEX,3.8,4.897101283,3.024713397,3.455702186,5.291471601,5.929055095,5.382191181
LEX,3.4,4.769463181,2.955348551,3.45956558,4.959940314,5.652240038,5.061108947
LEX,3.9,4.783840895,3.090637743,3.317847311,4.981258631,5.70877099,5.116938114
LEX,3.8,4.961702585,3.033121109,3.401714206,5.110729456,5.749189615,5.166769862
LEX,3.9,4.906080484,3.069501758,3.46227175,5.15461576,5.794439912,5.268694401
LEX,3.1,4.782081246,2.993932009,3.25148201,5.114424825,5.844965339,5.104325175
LEX,4.1,4.910018206,3.197002113,3.140255928,5.198754191,5.965655804,5.341045022
LEX,3.6,4.806169271,3.125840425,3.471775532,5.168405533,5.843612194,5.208925605
LEX,3.8,4.845770478,3.042183578,3.417761624,5.018757343,5.807467222,5.138670206
LEX,3.6,4.864558578,3.008272111,3.558878541,5.221087337,5.783797622,5.217794418
LEX,3.5,4.892314792,3.090687275,3.509192467,5.125297785,5.878737569,5.167631984
LEX,4.9,4.931286454,3.086374402,3.114902794,5.161347151,5.958087921,5.076782703
LEX,4.5,4.862192512,3.084108233,3.3513937,5.239606977,5.912351608,5.290529132
LEX,4.5,4.841725707,3.019560337,3.387818038,5.210629582,5.82465148,5.158542514
LEX,3.5,4.858970404,3.1820696,3.457534909,5.019485712,5.787121415,5.025838375
LEX,3.5,4.756554008,3.02964288,3.250243664,5.043248892,5.810446858,4.856407523
LEX,4.9,4.961274505,3.317349553,3.34357959,5.28110528,5.990475893,5.257863402
LEX,4.8,4.934927464,3.145412683,3.553769171,5.301173329,5.732332349,5.359808683
LEX,3.9,4.849298954,2.996652961,3.473507226,5.233636022,5.975003839,5.268571019
LEX,3.9,4.912404895,3.232695162,3.518994272,5.057582855,5.918220878,5.060644269
LEX,4.8,4.933017254,2.982326686,3.354019582,5.266445041,5.80407393,5.335625648
LEX,3.9,4.797139645,2.80216831,3.266902745,5.007978678,5.680388927,4.983955026
LEX,4.1,4.828490019,3.122688174,3.49283886,5.355686307,5.891638041,5.506469727
LEX,3.7,4.86847508,2.966429651,3.551621974,5.14684248,5.9482584,5.388427019
LEX,4.0,4.934782982,3.217807412,3.309072793,5.145426989,5.850833893,5.086315274
LEX,3.4,4.805303812,3.044407308,3.584363818,5.171011448,5.914612293,5.252344251
LEX,3.9,4.776035309,3.06748265,3.540213585,5.212274194,5.662495613,5.355176926
LEX,4.8,4.822952986,2.960488737,3.221598923,5.076892495,5.837733984,5.151845217
LEX,3.7,4.823164225,2.992380381,3.294869363,5.056571722,5.863114595,4.874848366
LEX,3.5,4.771611333,3.13545543,3.516729414,5.26622045,5.900513649,5.353245854
LEX,3.4,4.85213995,3.043827832,3.39632529,5.224743128,5.834892869,5.243455291
LEX,4.5,4.874729633,3.074638605,3.225094259,5.079943299,5.827267408,5.010889292
LEX,3.5,4.937760472,3.067311883,3.606831551,5.170629263,5.85872829,5.316563606
LEX,3.9,4.905632257,3.007701814,3.328418076,5.184956074,5.916074276,5.312273502
LEX,4.4,4.871699214,2.939127862,3.515248477,5.118621826,5.810456038,5.196452856
LEX,4.4,4.905727267,2.997276783,3.212880075,5.164689064,5.821804285,5.127459288
LEX,4.7,4.800815582,3.026843786,3.58000344,5.234818459,5.786242604,5.419867158
LEX,3.8,4.845127821,2.970318079,3.32975924,5.147896767,5.78132987,5.235334158
LEX,3.8,4.779215813,3.059123158,3.371094644,5.175964117,5.642475367,5.281178713
LEX,4.6,4.884498954,2.92631191,3.398998559,5.162514925,5.999832749,5.050977349
LEX,4.9,4.725998759,2.945226848,3.418718696,5.100940943,5.824704051,5.323323965
LEX,4.0,4.748604894,2.928285837,3.413202405,5.068035007,5.701587796,5.253453493
LEX,4.6,4.842306256,3.014306307,3.517911017,5.09955883,5.628543496,5.148458004
LEX,3.8,4.830737472,2.994576633,3.373693645,5.224702001,5.758889198,5.197501898
LEX,3.7,4.76244843,3.125642121,3.495679855,5.077011466,5.512963653,5.424605727
LEX,3.9,4.75026226,3.104470789,3.293334484,5.115191936,5.765790343,5.162271857
LEX,3.7,4.703776956,3.141319096,3.402166188,4.978693366,5.770623684,5.110135555
LEX,3.4,4.767059088,2.972249508,3.318226397,5.281891227,5.695806384,5.256542444
LEX,4.1,4.807189703,3.154053688,3.689885914,5.186695457,5.71710515,5.27157557
LEX,3.9,4.849286437,3.051065564,3.306386471,5.139133453,5.829660773,5.173925519
LEX,3.9,4.84143436,3.047908485,3.122844458,5.067164063,5.889135599,5.213750005
LEX,4.0,4.861175299,2.853634059,3.393428802,5.129061937,5.896042109,5.313966751
LEX,3.9,4.854388595,3.150945485,3.851039171,5.263074756,5.929742217,5.252237916
LEX,3.8,4.879880905,2.889608383,3.338174939,5.079376221,5.922411919,4.965365648
LEX,3.6,4.853173494,3.052954495,3.364716589,4.981490612,5.742128849,5.175446749
LEX,4.2,4.874526381,3.101137578,3.546291292,5.112089396,5.951551914,5.171323538
LEX,3.0,4.908893466,2.997723103,3.38016969,5.145027161,5.835006118,5.106713533
LEX,3.6,4.85076797,3.152459502,3.189748406,5.053430557,5.902565598,5.015523434
LEX,4.9,4.810530782,3.053135276,3.500350893,5.275519848,5.750858903,5.284384489
LEX,4.6,4.779251337,3.000523746,3.359083474,5.14118278,5.788128614,5.19511652
LEX,3.9,4.884630322,2.956923127,3.340311825,5.145534992,5.850199223,5.19496119
LEX,4.5,4.756593227,2.964446902,3.497692883,5.108598351,5.617324352,5.408299088
LEX,3.8,4.818851829,3.182674468,3.654845417,5.264201045,5.742102265,5.271287918
LEX,3.5,4.716058493,2.917480469,3.216978371,5.072761893,5.695560694,5.190745831
LEX,4.3,4.780566931,3.072854102,3.385175526,5.081349969,5.595952988,5.341385961
LEX,3.7,4.928363919,2.962637901,3.563850701,5.163706899,5.908182025,5.220576644
LEX,3.4,4.788379669,2.95046103,3.358897984,5.154962659,5.761518836,5.268713355
LEX,4.7,4.857909322,3.123411,3.585836709,5.245761395,5.965990186,5.346803904
LEX,4.3,4.867800832,3.142088354,3.394190252,5.051638365,5.893032551,5.34490931
LEX,4.1,4.883082628,2.980108559,3.37043339,5.202787399,5.987868667,5.154035807
LEX,4.9,4.940832615,3.027481914,3.469713867,5.246778488,5.814035296,5.399487019
LEX,3.5,4.886209488,3.113447607,3.460444272,5.165456295,5.922068954,5.237388968
LEX,3.7,4.774379373,3.123760462,3.41028446,5.095416665,5.73391819,5.1520437
LEX,3.9,4.91926682,3.217297852,3.438322425,5.095103145,5.805918097,5.294968843
LEX,4.6,4.835451961,3.047698855,3.516866565,5.143077731,5.664799333,5.323928595
LEX,4.6,4.958781838,3.113607109,3.398227632,5.267344236,5.923258185,5.261095405
LEX,4.2,4.859098792,3.037118912,3.576904953,5.214601159,5.805339575,5.300443053
LEX,3.4,4.856057525,3.057287276,3.404929817,5.048161626,5.683498979,5.099039435
LEX,3.8,4.815738797,3.035907865,3.312460423,5.248563051,5.913875222,5.393471003
LEX,3.7,4.865770817,3.115012407,3.241117775,5.048168302,5.694898248,5.239513516
LEX,3.6,4.90243566,3.0123716,3.398669302,5.065941453,5.970237732,4.968451858
LEX,4.2,4.881657362,2.94514811,3.501861691,5.118286252,5.884462714,5.409137607
LEX,4.1,4.920556068,2.995642006,3.344168484,5.075589418,5.85822916,4.966120362
LEX,3.4,4.94152081,3.059082508,3.3438344,5.256858706,5.845626593,5.201871276
LEX,4.9,4.832583308,3.052134454,3.281509638,5.175586939,5.827722669,5.331038594
LEX,3.3,4.89316535,3.218476295,3.112112284,5.029516459,5.79893744,5.022549868
LEX,3.8,4.877050877,3.04461956,3.449313343,5.072784662,5.805351615,5.319419384
LEX,4.1,5.043382645,3.091832876,3.468485057,5.310630202,5.989367485,5.407600522
LEX,3.5,4.792646408,2.911438704,3.514348745,5.391325712,5.78786552,5.486180544
LEX,4.7,4.81748414,3.021682441,3.076204896,4.867364645,5.782956004,4.854871392
LEX,3.4,4.940563679,3.117379844,3.535688937,5.276339769,5.923900366,5.415440798
LEX,4.2,4.78183043,3.02892977,3.319339216,5.124389291,5.947865009,5.230847001
LEX,3.9,4.759877205,2.974876881,3.37097919,5.110657454,5.551455259,5.33787477
LEX,4.5,4.855332613,3.05609417,3.37504518,5.098786592,5.866402388,5.140186548
LEX,4.3,4.78183043,3.02892977,3.319339216,5.124389291,5.947865009,5.230847001
LEX,3.9,4.749053597,3.081047118,3.400336146,5.114464521,5.869215846,5.030290604
LEX,4.4,4.859098792,3.037118912,3.576904953,5.214601159,5.805339575,5.300443053
LEX,4.1,4.862639666,3.139335096,3.513145447,5.009227157,5.707581282,5.209967852
LEX,4.5,4.875314593,3.000026703,3.186473906,5.177448034,5.850706339,5.249984384
LEX,3.6,4.813183904,2.948107183,3.392859936,5.240841269,5.764753222,5.345641851
LEX,4.0,4.799789071,2.992392778,3.527399957,5.108348489,5.852721691,4.993054628
LEX,3.8,4.82139647,3.171738386,3.549434245,5.143156767,5.746368527,5.18939507
LEX,4.3,4.914546132,3.068316102,3.491063535,5.17797637,5.809043765,5.195969701
LEX,4.1,4.936677575,3.155477524,3.483407378,5.270264268,6.034154892,5.41855371
LEX,3.8,4.849305749,2.981974244,3.41399318,5.034781456,5.674571157,5.260428786
LEX,4.2,4.940526485,3.26032269,3.476659656,5.218906999,5.905356765,5.147107601
LEX,4.5,5.027021289,3.092363238,3.446621478,5.247791409,5.956303835,5.21187079
LEX,4.2,4.889708757,3.018206596,3.353683829,5.128610849,5.882609963,5.165028691
LEX,3.8,4.816045284,2.982139826,3.563993037,5.179645061,5.857939601,5.3117975
LEX,4.6,4.932114363,3.101161003,3.467742741,5.192024946,5.862195134,5.368068457
LEX,4.6,4.957704663,3.093580067,3.386075795,5.263914227,5.885806441,5.316491246
LEX,4.6,4.845530748,3.089787841,3.437538326,5.035493374,5.765128732,5.217472553
LEX,3.9,4.893588781,3.059167147,3.438172281,5.229134679,6.017914295,5.477220297
LEX,3.7,4.761028647,3.042666078,3.426241338,5.055874586,5.719759703,5.060461164
LEX,4.1,4.888139844,2.980132282,3.490309536,5.15342629,5.783537388,5.183531642
LEX,3.5,4.793008685,2.961614072,3.392960608,5.101733565,5.749555111,5.114056468
LEX,4.4,4.792197108,3.09274888,3.412362218,5.222958326,5.638758183,5.174355984
LEX,3.9,4.79362464,3.167226136,3.48541826,5.063566566,5.885002494,5.220139265
LEX,3.9,4.777106643,3.203443348,3.375681043,5.093010664,5.834413409,5.113832593
LEX,3.9,4.907362938,3.109158695,3.475501716,5.183237791,5.792545199,5.166627288
LEX,3.6,4.819876432,3.065046012,3.349637032,5.065020084,5.784137011,5.178703904
LEX,3.9,4.925480247,3.078421712,3.365701854,5.140286922,5.824549913,5.30104816
LEX,4.2,4.837399483,2.949364841,3.490029335,5.150223613,5.930232644,5.229002833
LEX,3.6,4.835324287,3.024837434,3.337683678,4.9327389,5.925432563,4.749007821
LEX,4.0,4.923117399,3.184743643,3.407873333,5.213465929,5.742618442,5.270604372
LEX,3.6,4.651934624,3.157919884,3.398296714,5.158951402,5.641266823,5.22030437
LEX,3.8,4.765837789,2.834898174,3.482491076,4.991759777,5.613920927,5.034535408
LEX,3.7,4.847032547,2.990454972,3.439173818,5.223845005,5.916384339,5.188114643
LEX,4.0,4.892878413,3.037645519,3.092597723,5.104019403,5.848282695,5.118011355
LEX,4.6,4.871699214,2.939127862,3.515248477,5.118621826,5.810456038,5.196452856
LEX,3.6,4.823164225,2.992380381,3.294869363,5.056571722,5.863114595,4.874848366
LEX,4.9,4.933017254,2.982326686,3.354019582,5.266445041,5.80407393,5.335625648
LEX,3.6,4.873327374,3.043149292,3.314019144,5.021456838,5.920842052,5.161946177
LEX,3.8,4.806929231,3.077836275,3.468193173,5.318585038,5.88360393,5.190335751
LEX,3.9,4.920556068,2.995642006,3.344168484,5.075589418,5.85822916,4.966120362
LEX,4.2,4.703837991,3.06862253,3.469568312,5.294253945,5.732293725,5.221335769
LEX,4.1,4.827148199,3.074730635,3.573673189,5.241429448,5.821234226,5.211095691
LEX,4.3,4.781177282,3.082203865,3.565982401,4.997558713,5.725318074,5.141881943
LEX,4.0,4.78183043,3.02892977,3.319339216,5.124389291,5.947865009,5.230847001
LEX,3.4,4.900522828,3.037217617,3.356004655,5.089195132,5.89921701,5.131138682
LEX,4.4,4.852560997,2.996863425,3.379370809,5.194566369,5.886049986,5.267711043
LEX,3.9,4.871327996,2.987475872,3.38077873,5.170826793,5.902149439,5.216466308
LEX,4.9,4.93290472,3.051143587,3.393397927,5.143553853,5.864468455,5.294716239
LEX,4.0,4.74131,3.049525142,3.353756189,5.121750712,5.697914243,5.191099763
LEX,3.9,4.891829371,2.992194057,3.278749585,5.31897068,5.905076861,5.251025558
LEX,3.5,4.904421329,3.014097333,3.454241872,5.136264563,5.892324924,5.274730563
LEX,3.6,4.833858132,3.089337707,3.472003877,5.068724751,5.857547998,5.138551712
LEX,3.9,4.846129179,3.063751578,3.30745548,5.016987085,5.973265648,5.09814918
LEX,4.8,4.794590712,2.966376185,3.507583559,5.055074453,5.786249399,5.305514216
LEX,4.7,4.93290472,3.051143587,3.393397927,5.143553853,5.864468455,5.294716239
LEX,4.9,4.863511086,3.168647349,3.540651083,5.263649464,5.81975162,5.489238858
LEX,3.4,4.882033587,3.158036351,3.383991182,5.254912257,6.045199037,5.362353206
